ConditionName,ConditionSNOMED,PathogenName,PathogenTaxonID,Fatalities,CountryName,CountryISO,Admin1Name,Admin1ISO,Admin2Name,CityName,PeriodStartDate,PeriodEndDate,PartOfCumulativeCountSeries,AgeRange,Subpopulation,PlaceOfAquisition,DiagnosisCertainty,SourceName,CountValue,DOI
Amebic dysentery,387754006,Entamoeba histolytica,5759,0,UNITED STATES OF AMERICA,US,WISCONSIN,US-WI,NA,NA,1942-06-21,1942-06-27,0,0-130,None specified,NA,NA,US Nationally Notifiable Disease Surveillance System,0.0,10.25337/T7/ptycho.v2.0/US.387754006
Amebic dysentery,387754006,Entamoeba histolytica,5759,0,UNITED STATES OF AMERICA,US,WISCONSIN,US-WI,NA,NA,1942-06-28,1942-07-04,0,0-130,None specified,NA,NA,US Nationally Notifiable Disease Surveillance System,0.0,10.25337/T7/ptycho.v2.0/US.387754006
Amebic dysentery,387754006,Entamoeba histolytica,5759,0,UNITED STATES OF AMERICA,US,WISCONSIN,US-WI,NA,NA,1942-07-05,1942-07-11,0,0-130,None specified,NA,NA,US Nationally Notifiable Disease Surveillance System,0.0,10.25337/T7/ptycho.v2.0/US.387754006
Amebic dysentery,387754006,Entamoeba histolytica,5759,0,UNITED STATES OF AMERICA,US,WISCONSIN,US-WI,NA,NA,1942-07-12,1942-07-18,0,0-130,None specified,NA,NA,US Nationally Notifiable Disease Surveillance System,0.0,10.25337/T7/ptycho.v2.0/US.387754006
Amebic dysentery,387754006,Entamoeba histolytica,5759,0,UNITED STATES OF AMERICA,US,WISCONSIN,US-WI,NA,NA,1942-07-19,1942-07-25,0,0-130,None specified,NA,NA,US Nationally Notifiable Disease Surveillance System,0.0,10.25337/T7/ptycho.v2.0/US.387754006
Amebic dysentery,387754006,Entamoeba histolytica,5759,0,UNITED STATES OF AMERICA,US,WISCONSIN,US-WI,NA,NA,1942-07-26,1942-08-01,0,0-130,None specified,NA,NA,US Nationally Notifiable Disease Surveillance System,0.0,10.25337/T7/ptycho.v2.0/US.387754006
Amebic dysentery,387754006,Entamoeba histolytica,5759,0,UNITED STATES OF AMERICA,US,WISCONSIN,US-WI,NA,NA,1942-08-02,1942-08-08,0,0-130,None specified,NA,NA,US Nationally Notifiable Disease Surveillance System,0.0,10.25337/T7/ptycho.v2.0/US.387754006
Amebic dysentery,387754006,Entamoeba histolytica,5759,0,UNITED STATES OF AMERICA,US,WISCONSIN,US-WI,NA,NA,1942-08-09,1942-08-15,0,0-130,None specified,NA,NA,US Nationally Notifiable Disease Surveillance System,0.0,10.25337/T7/ptycho.v2.0/US.387754006
Amebic dysentery,387754006,Entamoeba histolytica,5759,0,UNITED STATES OF AMERICA,US,WISCONSIN,US-WI,NA,NA,1942-08-16,1942-08-22,0,0-130,None specified,NA,NA,US Nationally Notifiable Disease Surveillance System,0.0,10.25337/T7/ptycho.v2.0/US.387754006
Amebic dysentery,387754006,Entamoeba histolytica,5759,0,UNITED STATES OF AMERICA,US,WISCONSIN,US-WI,NA,NA,1942-08-23,1942-08-29,0,0-130,None specified,NA,NA,US Nationally Notifiable Disease Surveillance System,1.0,10.25337/T7/ptycho.v2.0/US.387754006
Amebic dysentery,387754006,Entamoeba histolytica,5759,0,UNITED STATES OF AMERICA,US,WISCONSIN,US-WI,NA,NA,1942-08-30,1942-09-05,0,0-130,None specified,NA,NA,US Nationally Notifiable Disease Surveillance System,1.0,10.25337/T7/ptycho.v2.0/US.387754006
Amebic dysentery,387754006,Entamoeba histolytica,5759,0,UNITED STATES OF AMERICA,US,WISCONSIN,US-WI,NA,NA,1942-09-06,1942-09-12,0,0-130,None specified,NA,NA,US Nationally Notifiable Disease Surveillance System,1.0,10.25337/T7/ptycho.v2.0/US.387754006
Amebic dysentery,387754006,Entamoeba histolytica,5759,0,UNITED STATES OF AMERICA,US,WISCONSIN,US-WI,NA,NA,1942-09-13,1942-09-19,0,0-130,None specified,NA,NA,US Nationally Notifiable Disease Surveillance System,0.0,10.25337/T7/ptycho.v2.0/US.387754006
Amebic dysentery,387754006,Entamoeba histolytica,5759,0,UNITED STATES OF AMERICA,US,WISCONSIN,US-WI,NA,NA,1942-09-20,1942-09-26,0,0-130,None specified,NA,NA,US Nationally Notifiable Disease Surveillance System,0.0,10.25337/T7/ptycho.v2.0/US.387754006
Amebic dysentery,387754006,Entamoeba histolytica,5759,0,UNITED STATES OF AMERICA,US,WISCONSIN,US-WI,NA,NA,1942-09-27,1942-10-03,0,0-130,None specified,NA,NA,US Nationally Notifiable Disease Surveillance System,0.0,10.25337/T7/ptycho.v2.0/US.387754006
Amebic dysentery,387754006,Entamoeba histolytica,5759,0,UNITED STATES OF AMERICA,US,WISCONSIN,US-WI,NA,NA,1942-10-04,1942-10-10,0,0-130,None specified,NA,NA,US Nationally Notifiable Disease Surveillance System,0.0,10.25337/T7/ptycho.v2.0/US.387754006
Amebic dysentery,387754006,Entamoeba histolytica,5759,0,UNITED STATES OF AMERICA,US,WISCONSIN,US-WI,NA,NA,1942-10-11,1942-10-17,0,0-130,None specified,NA,NA,US Nationally Notifiable Disease Surveillance System,0.0,10.25337/T7/ptycho.v2.0/US.387754006
Amebic dysentery,387754006,Entamoeba histolytica,5759,0,UNITED STATES OF AMERICA,US,WISCONSIN,US-WI,NA,NA,1942-10-18,1942-10-24,0,0-130,None specified,NA,NA,US Nationally Notifiable Disease Surveillance System,0.0,10.25337/T7/ptycho.v2.0/US.387754006
Amebic dysentery,387754006,Entamoeba histolytica,5759,0,UNITED STATES OF AMERICA,US,WISCONSIN,US-WI,NA,NA,1942-10-25,1942-10-31,0,0-130,None specified,NA,NA,US Nationally Notifiable Disease Surveillance System,0.0,10.25337/T7/ptycho.v2.0/US.387754006
Amebic dysentery,387754006,Entamoeba histolytica,5759,0,UNITED STATES OF AMERICA,US,WISCONSIN,US-WI,NA,NA,1942-11-01,1942-11-07,0,0-130,None specified,NA,NA,US Nationally Notifiable Disease Surveillance System,0.0,10.25337/T7/ptycho.v2.0/US.387754006
Amebic dysentery,387754006,Entamoeba histolytica,5759,0,UNITED STATES OF AMERICA,US,WISCONSIN,US-WI,NA,NA,1942-11-08,1942-11-14,0,0-130,None specified,NA,NA,US Nationally Notifiable Disease Surveillance System,0.0,10.25337/T7/ptycho.v2.0/US.387754006
Amebic dysentery,387754006,Entamoeba histolytica,5759,0,UNITED STATES OF AMERICA,US,WISCONSIN,US-WI,NA,NA,1942-11-15,1942-11-21,0,0-130,None specified,NA,NA,US Nationally Notifiable Disease Surveillance System,0.0,10.25337/T7/ptycho.v2.0/US.387754006
Amebic dysentery,387754006,Entamoeba histolytica,5759,0,UNITED STATES OF AMERICA,US,WISCONSIN,US-WI,NA,NA,1942-11-22,1942-11-28,0,0-130,None specified,NA,NA,US Nationally Notifiable Disease Surveillance System,0.0,10.25337/T7/ptycho.v2.0/US.387754006
Amebic dysentery,387754006,Entamoeba histolytica,5759,0,UNITED STATES OF AMERICA,US,WISCONSIN,US-WI,NA,NA,1942-11-29,1942-12-05,0,0-130,None specified,NA,NA,US Nationally Notifiable Disease Surveillance System,0.0,10.25337/T7/ptycho.v2.0/US.387754006
Amebic dysentery,387754006,Entamoeba histolytica,5759,0,UNITED STATES OF AMERICA,US,WISCONSIN,US-WI,NA,NA,1942-12-06,1942-12-12,0,0-130,None specified,NA,NA,US Nationally Notifiable Disease Surveillance System,0.0,10.25337/T7/ptycho.v2.0/US.387754006
Amebic dysentery,387754006,Entamoeba histolytica,5759,0,UNITED STATES OF AMERICA,US,WISCONSIN,US-WI,NA,NA,1942-12-13,1942-12-19,0,0-130,None specified,NA,NA,US Nationally Notifiable Disease Surveillance System,0.0,10.25337/T7/ptycho.v2.0/US.387754006
Amebic dysentery,387754006,Entamoeba histolytica,5759,0,UNITED STATES OF AMERICA,US,WISCONSIN,US-WI,NA,NA,1942-12-20,1942-12-26,0,0-130,None specified,NA,NA,US Nationally Notifiable Disease Surveillance System,0.0,10.25337/T7/ptycho.v2.0/US.387754006
Amebic dysentery,387754006,Entamoeba histolytica,5759,0,UNITED STATES OF AMERICA,US,WISCONSIN,US-WI,NA,NA,1942-12-27,1943-01-02,0,0-130,None specified,NA,NA,US Nationally Notifiable Disease Surveillance System,0.0,10.25337/T7/ptycho.v2.0/US.387754006
Amebic dysentery,387754006,Entamoeba histolytica,5759,0,UNITED STATES OF AMERICA,US,WISCONSIN,US-WI,NA,NA,1943-01-03,1943-01-09,0,0-130,None specified,NA,NA,US Nationally Notifiable Disease Surveillance System,0.0,10.25337/T7/ptycho.v2.0/US.387754006
Amebic dysentery,387754006,Entamoeba histolytica,5759,0,UNITED STATES OF AMERICA,US,WISCONSIN,US-WI,NA,NA,1943-01-10,1943-01-16,0,0-130,None specified,NA,NA,US Nationally Notifiable Disease Surveillance System,0.0,10.25337/T7/ptycho.v2.0/US.387754006
Amebic dysentery,387754006,Entamoeba histolytica,5759,0,UNITED STATES OF AMERICA,US,WISCONSIN,US-WI,NA,NA,1943-01-17,1943-01-23,0,0-130,None specified,NA,NA,US Nationally Notifiable Disease Surveillance System,0.0,10.25337/T7/ptycho.v2.0/US.387754006
Amebic dysentery,387754006,Entamoeba histolytica,5759,0,UNITED STATES OF AMERICA,US,WISCONSIN,US-WI,NA,NA,1943-01-24,1943-01-30,0,0-130,None specified,NA,NA,US Nationally Notifiable Disease Surveillance System,0.0,10.25337/T7/ptycho.v2.0/US.387754006
Amebic dysentery,387754006,Entamoeba histolytica,5759,0,UNITED STATES OF AMERICA,US,WISCONSIN,US-WI,NA,NA,1943-01-31,1943-02-06,0,0-130,None specified,NA,NA,US Nationally Notifiable Disease Surveillance System,0.0,10.25337/T7/ptycho.v2.0/US.387754006
Amebic dysentery,387754006,Entamoeba histolytica,5759,0,UNITED STATES OF AMERICA,US,WISCONSIN,US-WI,NA,NA,1943-02-07,1943-02-13,0,0-130,None specified,NA,NA,US Nationally Notifiable Disease Surveillance System,0.0,10.25337/T7/ptycho.v2.0/US.387754006
Amebic dysentery,387754006,Entamoeba histolytica,5759,0,UNITED STATES OF AMERICA,US,WISCONSIN,US-WI,NA,NA,1943-02-14,1943-02-20,0,0-130,None specified,NA,NA,US Nationally Notifiable Disease Surveillance System,0.0,10.25337/T7/ptycho.v2.0/US.387754006
Amebic dysentery,387754006,Entamoeba histolytica,5759,0,UNITED STATES OF AMERICA,US,WISCONSIN,US-WI,NA,NA,1943-02-21,1943-02-27,0,0-130,None specified,NA,NA,US Nationally Notifiable Disease Surveillance System,0.0,10.25337/T7/ptycho.v2.0/US.387754006
Amebic dysentery,387754006,Entamoeba histolytica,5759,0,UNITED STATES OF AMERICA,US,WISCONSIN,US-WI,NA,NA,1943-02-28,1943-03-06,0,0-130,None specified,NA,NA,US Nationally Notifiable Disease Surveillance System,0.0,10.25337/T7/ptycho.v2.0/US.387754006
Amebic dysentery,387754006,Entamoeba histolytica,5759,0,UNITED STATES OF AMERICA,US,WISCONSIN,US-WI,NA,NA,1943-03-07,1943-03-13,0,0-130,None specified,NA,NA,US Nationally Notifiable Disease Surveillance System,0.0,10.25337/T7/ptycho.v2.0/US.387754006
Amebic dysentery,387754006,Entamoeba histolytica,5759,0,UNITED STATES OF AMERICA,US,WISCONSIN,US-WI,NA,NA,1943-03-14,1943-03-20,0,0-130,None specified,NA,NA,US Nationally Notifiable Disease Surveillance System,0.0,10.25337/T7/ptycho.v2.0/US.387754006
Amebic dysentery,387754006,Entamoeba histolytica,5759,0,UNITED STATES OF AMERICA,US,WISCONSIN,US-WI,NA,NA,1943-03-21,1943-03-27,0,0-130,None specified,NA,NA,US Nationally Notifiable Disease Surveillance System,0.0,10.25337/T7/ptycho.v2.0/US.387754006
Amebic dysentery,387754006,Entamoeba histolytica,5759,0,UNITED STATES OF AMERICA,US,WISCONSIN,US-WI,NA,NA,1943-03-28,1943-04-03,0,0-130,None specified,NA,NA,US Nationally Notifiable Disease Surveillance System,0.0,10.25337/T7/ptycho.v2.0/US.387754006
Amebic dysentery,387754006,Entamoeba histolytica,5759,0,UNITED STATES OF AMERICA,US,WISCONSIN,US-WI,NA,NA,1943-04-04,1943-04-10,0,0-130,None specified,NA,NA,US Nationally Notifiable Disease Surveillance System,0.0,10.25337/T7/ptycho.v2.0/US.387754006
Amebic dysentery,387754006,Entamoeba histolytica,5759,0,UNITED STATES OF AMERICA,US,WISCONSIN,US-WI,NA,NA,1943-04-11,1943-04-17,0,0-130,None specified,NA,NA,US Nationally Notifiable Disease Surveillance System,0.0,10.25337/T7/ptycho.v2.0/US.387754006
Amebic dysentery,387754006,Entamoeba histolytica,5759,0,UNITED STATES OF AMERICA,US,WISCONSIN,US-WI,NA,NA,1943-04-18,1943-04-24,0,0-130,None specified,NA,NA,US Nationally Notifiable Disease Surveillance System,0.0,10.25337/T7/ptycho.v2.0/US.387754006
Amebic dysentery,387754006,Entamoeba histolytica,5759,0,UNITED STATES OF AMERICA,US,WISCONSIN,US-WI,NA,NA,1943-04-25,1943-05-01,0,0-130,None specified,NA,NA,US Nationally Notifiable Disease Surveillance System,0.0,10.25337/T7/ptycho.v2.0/US.387754006
Amebic dysentery,387754006,Entamoeba histolytica,5759,0,UNITED STATES OF AMERICA,US,WISCONSIN,US-WI,NA,NA,1943-05-02,1943-05-08,0,0-130,None specified,NA,NA,US Nationally Notifiable Disease Surveillance System,0.0,10.25337/T7/ptycho.v2.0/US.387754006
Amebic dysentery,387754006,Entamoeba histolytica,5759,0,UNITED STATES OF AMERICA,US,WISCONSIN,US-WI,NA,NA,1943-05-09,1943-05-15,0,0-130,None specified,NA,NA,US Nationally Notifiable Disease Surveillance System,0.0,10.25337/T7/ptycho.v2.0/US.387754006
Amebic dysentery,387754006,Entamoeba histolytica,5759,0,UNITED STATES OF AMERICA,US,WISCONSIN,US-WI,NA,NA,1943-05-16,1943-05-22,0,0-130,None specified,NA,NA,US Nationally Notifiable Disease Surveillance System,0.0,10.25337/T7/ptycho.v2.0/US.387754006
Amebic dysentery,387754006,Entamoeba histolytica,5759,0,UNITED STATES OF AMERICA,US,WISCONSIN,US-WI,NA,NA,1943-05-23,1943-05-29,0,0-130,None specified,NA,NA,US Nationally Notifiable Disease Surveillance System,0.0,10.25337/T7/ptycho.v2.0/US.387754006
Amebic dysentery,387754006,Entamoeba histolytica,5759,0,UNITED STATES OF AMERICA,US,WISCONSIN,US-WI,NA,NA,1943-05-30,1943-06-05,0,0-130,None specified,NA,NA,US Nationally Notifiable Disease Surveillance System,0.0,10.25337/T7/ptycho.v2.0/US.387754006
Amebic dysentery,387754006,Entamoeba histolytica,5759,0,UNITED STATES OF AMERICA,US,WISCONSIN,US-WI,NA,NA,1943-06-06,1943-06-12,0,0-130,None specified,NA,NA,US Nationally Notifiable Disease Surveillance System,0.0,10.25337/T7/ptycho.v2.0/US.387754006
Amebic dysentery,387754006,Entamoeba histolytica,5759,0,UNITED STATES OF AMERICA,US,WISCONSIN,US-WI,NA,NA,1943-06-13,1943-06-19,0,0-130,None specified,NA,NA,US Nationally Notifiable Disease Surveillance System,0.0,10.25337/T7/ptycho.v2.0/US.387754006
Amebic dysentery,387754006,Entamoeba histolytica,5759,0,UNITED STATES OF AMERICA,US,WISCONSIN,US-WI,NA,NA,1943-06-20,1943-06-26,0,0-130,None specified,NA,NA,US Nationally Notifiable Disease Surveillance System,0.0,10.25337/T7/ptycho.v2.0/US.387754006
Amebic dysentery,387754006,Entamoeba histolytica,5759,0,UNITED STATES OF AMERICA,US,WISCONSIN,US-WI,NA,NA,1943-06-27,1943-07-03,0,0-130,None specified,NA,NA,US Nationally Notifiable Disease Surveillance System,0.0,10.25337/T7/ptycho.v2.0/US.387754006
Amebic dysentery,387754006,Entamoeba histolytica,5759,0,UNITED STATES OF AMERICA,US,WISCONSIN,US-WI,NA,NA,1943-07-04,1943-07-10,0,0-130,None specified,NA,NA,US Nationally Notifiable Disease Surveillance System,0.0,10.25337/T7/ptycho.v2.0/US.387754006
Amebic dysentery,387754006,Entamoeba histolytica,5759,0,UNITED STATES OF AMERICA,US,WISCONSIN,US-WI,NA,NA,1943-07-11,1943-07-17,0,0-130,None specified,NA,NA,US Nationally Notifiable Disease Surveillance System,1.0,10.25337/T7/ptycho.v2.0/US.387754006
Amebic dysentery,387754006,Entamoeba histolytica,5759,0,UNITED STATES OF AMERICA,US,WISCONSIN,US-WI,NA,NA,1943-07-18,1943-07-24,0,0-130,None specified,NA,NA,US Nationally Notifiable Disease Surveillance System,0.0,10.25337/T7/ptycho.v2.0/US.387754006
Amebic dysentery,387754006,Entamoeba histolytica,5759,0,UNITED STATES OF AMERICA,US,WISCONSIN,US-WI,NA,NA,1943-07-25,1943-07-31,0,0-130,None specified,NA,NA,US Nationally Notifiable Disease Surveillance System,0.0,10.25337/T7/ptycho.v2.0/US.387754006
Amebic dysentery,387754006,Entamoeba histolytica,5759,0,UNITED STATES OF AMERICA,US,WISCONSIN,US-WI,NA,NA,1943-08-01,1943-08-07,0,0-130,None specified,NA,NA,US Nationally Notifiable Disease Surveillance System,0.0,10.25337/T7/ptycho.v2.0/US.387754006
Amebic dysentery,387754006,Entamoeba histolytica,5759,0,UNITED STATES OF AMERICA,US,WISCONSIN,US-WI,NA,NA,1943-08-08,1943-08-14,0,0-130,None specified,NA,NA,US Nationally Notifiable Disease Surveillance System,0.0,10.25337/T7/ptycho.v2.0/US.387754006
Amebic dysentery,387754006,Entamoeba histolytica,5759,0,UNITED STATES OF AMERICA,US,WISCONSIN,US-WI,NA,NA,1943-08-15,1943-08-21,0,0-130,None specified,NA,NA,US Nationally Notifiable Disease Surveillance System,0.0,10.25337/T7/ptycho.v2.0/US.387754006
Amebic dysentery,387754006,Entamoeba histolytica,5759,0,UNITED STATES OF AMERICA,US,WISCONSIN,US-WI,NA,NA,1943-08-22,1943-08-28,0,0-130,None specified,NA,NA,US Nationally Notifiable Disease Surveillance System,0.0,10.25337/T7/ptycho.v2.0/US.387754006
Amebic dysentery,387754006,Entamoeba histolytica,5759,0,UNITED STATES OF AMERICA,US,WISCONSIN,US-WI,NA,NA,1943-08-29,1943-09-04,0,0-130,None specified,NA,NA,US Nationally Notifiable Disease Surveillance System,0.0,10.25337/T7/ptycho.v2.0/US.387754006
Amebic dysentery,387754006,Entamoeba histolytica,5759,0,UNITED STATES OF AMERICA,US,WISCONSIN,US-WI,NA,NA,1943-09-05,1943-09-11,0,0-130,None specified,NA,NA,US Nationally Notifiable Disease Surveillance System,0.0,10.25337/T7/ptycho.v2.0/US.387754006
Amebic dysentery,387754006,Entamoeba histolytica,5759,0,UNITED STATES OF AMERICA,US,WISCONSIN,US-WI,NA,NA,1943-09-12,1943-09-18,0,0-130,None specified,NA,NA,US Nationally Notifiable Disease Surveillance System,0.0,10.25337/T7/ptycho.v2.0/US.387754006
Amebic dysentery,387754006,Entamoeba histolytica,5759,0,UNITED STATES OF AMERICA,US,WISCONSIN,US-WI,NA,NA,1943-09-19,1943-09-25,0,0-130,None specified,NA,NA,US Nationally Notifiable Disease Surveillance System,0.0,10.25337/T7/ptycho.v2.0/US.387754006
Amebic dysentery,387754006,Entamoeba histolytica,5759,0,UNITED STATES OF AMERICA,US,WISCONSIN,US-WI,NA,NA,1943-09-26,1943-10-02,0,0-130,None specified,NA,NA,US Nationally Notifiable Disease Surveillance System,0.0,10.25337/T7/ptycho.v2.0/US.387754006
Amebic dysentery,387754006,Entamoeba histolytica,5759,0,UNITED STATES OF AMERICA,US,WISCONSIN,US-WI,NA,NA,1943-10-03,1943-10-09,0,0-130,None specified,NA,NA,US Nationally Notifiable Disease Surveillance System,0.0,10.25337/T7/ptycho.v2.0/US.387754006
Amebic dysentery,387754006,Entamoeba histolytica,5759,0,UNITED STATES OF AMERICA,US,WISCONSIN,US-WI,NA,NA,1943-10-10,1943-10-16,0,0-130,None specified,NA,NA,US Nationally Notifiable Disease Surveillance System,0.0,10.25337/T7/ptycho.v2.0/US.387754006
Amebic dysentery,387754006,Entamoeba histolytica,5759,0,UNITED STATES OF AMERICA,US,WISCONSIN,US-WI,NA,NA,1943-10-17,1943-10-23,0,0-130,None specified,NA,NA,US Nationally Notifiable Disease Surveillance System,0.0,10.25337/T7/ptycho.v2.0/US.387754006
Amebic dysentery,387754006,Entamoeba histolytica,5759,0,UNITED STATES OF AMERICA,US,WISCONSIN,US-WI,NA,NA,1943-10-24,1943-10-30,0,0-130,None specified,NA,NA,US Nationally Notifiable Disease Surveillance System,0.0,10.25337/T7/ptycho.v2.0/US.387754006
Amebic dysentery,387754006,Entamoeba histolytica,5759,0,UNITED STATES OF AMERICA,US,WISCONSIN,US-WI,NA,NA,1943-10-31,1943-11-06,0,0-130,None specified,NA,NA,US Nationally Notifiable Disease Surveillance System,0.0,10.25337/T7/ptycho.v2.0/US.387754006
